19736014x88227392;60642425x92728947:39966663x21677338;91714696x72487057
30955231x1837272;48918665x80072703:59270558x90053074;91065959x94405481
41597982x19814271;81242715x42404511:53081122x11314626;92278840x73309179
91670122x64565031;99443556x91081346:46668162x62550344;63888882x72174136
24251976x46364565;29349827x53927532:56087377x82705307;93530893x83286929
7227511x74636369;95805156x87127108:12972883x37518693;94394761x73421488
53911928x60726036;81487604x79122523:40449509x31738648;90363586x66898828
70970408x93777586;81665489x96044074:56764943x33272557;83543043x70722870
63466736x23612354;75731908x27267386:53812929x97391737;97740187x98108939
85177161x15199510;92546798x30256195:76316083x95267549;82079782x97275219
55801209x34381416;95229405x86044415:78377824x64971906;79401087x92087344
74991362x57335746;76136557x66196782:14297820x9585416;22458870x73601603
62205795x95433720;83691263x97370345:30092467x33849303;58799125x66347211
62440827x70525346;67305573x72707276:98640914x36308669;98790521x70202003
41574445x58046741;49953530x70020240:6134870x21742887;10425523x88053636
68600707x90487024;92590515x98845997:20115898x70161543;35320365x89379877
40132702x87662952;43433271x94350100:62130120x46989749;84227548x54087704
55357200x80091350;68415551x90834852:42291638x6885198;54658078x69820219
68270527x14634356;87651788x18914875:67948121x12756201;81728594x42127441
35105690x22295533;64540450x33808341:72463045x58640056;77703696x89482852
42790673x45272608;62375131x87936844:70875213x65552033;89809880x95649446
67351720x86248451;97631397x86291589:49213881x4643117;63838252x18600236
69517184x19921046;85528974x41676311:50762628x49773577;65240480x67412278
92756937x81740748;94818633x86845745:23245241x91094242;55716307x94704730
70610683x83088774;90513123x90170010:78638524x22316022;88434549x92474590
95530798x55800451;99131968x92910481:75642553x47417251;80974219x65711842
40714880x64053516;74997288x74562782:49514151x54650611;84737253x61735730
84459402x54712495;90016230x65240517:72255267x5629901;76918655x42805406
1650849x21675164;10180502x67718221:58185315x31547943;65932938x50470962
30211243x51524714;72398434x65041716:33873392x79317916;59889964x81137265
81047164x78444259;97811561x83041231:1590073x76487535;25124238x86215775
13069368x69617722;67848810x71291127:61398967x35600294;79669581x82150797
74947568x25774885;84028885x47217615:20238412x13116836;57828154x84300329
26278383x95362470;42401270x96072339:39557023x64098688;41735194x84409887
56438927x21657004;84082144x85675359:35761027x60949048;78325292x92316676
32185290x97385778;43585280x99587371:5459103x58026469;60916835x68395364
24849543x7645902;71134463x37374957:64396004x83021851;69834682x91877379
75336403x81768950;80185252x95056442:97636036x46012347;98973432x98791935
98916429x69746801;98968700x90724684:90893001x50626715;91453919x96658460
75300194x23429676;85158761x65127418:14942333x84544354;22567234x91045365
63843487x50911030;69214035x74877845:78754133x48929185;85929457x61313161
80436677x84079442;96792132x84775927:90922849x98555921;91104126x99412280
70798147x93323010;73045747x96786183:59743612x54956610;97005689x79959522
10962956x17247959;74325203x78532021:39975274x28728708;80631439x43609877
35115584x94129722;71174233x94848218:92730811x46851299;97595013x73475190
55894693x78418188;85288395x88913348:25722514x9152645;89708230x73586538
41357615x94713178;73986766x99576126:38166240x48739358;47894487x54878441
59896998x8847943;69219194x82860517:22809841x7000675;84366766x12933303
54873933x11643935;86481692x39600308:66881480x65171709;76322171x85566668
60845470x26144762;64624040x76966362:36667205x77090314;53563537x91370679
62011270x35891221;88242423x44222672:26374746x26166432;71733099x58013160
6834308x89429706;82069891x96522815:7018342x41245267;72927546x85133802
59643690x81748168;67449932x96467699:31270225x59281511;37026310x63238141
90469189x55315249;98056443x65173024:54887432x85831447;93261435x98736809
46155314x54822074;78718714x75329969:17735843x70487993;50475427x82847070
43876806x24622238;57205140x95694133:21671467x69128891;45866629x98067865
68405133x37542225;87984261x80460313:67034952x80585136;69277058x96381924
9768316x58108369;24798851x75327361:71137867x87817877;87382509x98145100
94923152x49368340;95732087x50101058:24728777x19875796;46522184x31293555
48855304x58975401;94574619x70623178:64498142x85094795;85089155x99430855
10478750x55025759;65217545x90568894:16657643x53542321;94454329x89519124
79891397x74255748;87205186x77912569:30029798x83769759;56733480x84219849
35930472x69558839;59570765x81788795:35966179x44372944;41529722x81619698
42093536x4217222;72659393x25850069:57946158x22388999;78195138x85545834
31562915x24446011;82860818x95823347:45804828x29747833;98353671x40913129
62391472x71417352;80176104x94772643:49061773x39994324;55682163x60786825
5622334x92425997;63876941x98213016:22069343x26622733;39274507x78209175
16773201x21083824;58136639x25339135:51252378x73222726;52344755x88567732
13982442x68399584;55833133x95831127:6601446x78327138;99345700x87312384
7150038x91113945;25787821x93902038:46296971x95540626;58256642x98233290
12790554x515975;33106229x825839:42527796x88950139;66949017x95044863
48333560x43219582;87342651x58838145:80189020x94809344;94997004x97767981
74066099x75109985;97861930x85238945:99014454x66251304;99238801x72601053
83397852x30109379;96780982x33151524:14927489x79189083;76479992x96961014
54159034x62864393;95814846x74276350:89450326x56790102;99766699x62697315
59703520x6618516;80433997x9962311:50965893x98238926;96517493x99641499
25263664x32361590;92001485x81586751:48203911x85272116;99667598x95890284
57043963x85383980;67230128x87809823:59094376x25047183;67236699x58012061
96312713x38056625;99807961x98154576:20587314x94134887;62159306x96676569
34965592x89728976;90468221x97263133:63060171x12196280;71802020x82278630
82371904x56148809;88591873x91155580:47089322x53035563;68683064x91256208
5598157x71636119;21981261x82098125:40744590x28286990;63943909x59199865
26397698x82993473;31538860x90797704:96585070x41586459;96988942x58084123
95162799x9716763;95398289x65337569:64392657x82366705;81134556x97124088
11516719x69507828;81663887x95193059:37533236x87832028;68828820x89837539
41756300x56276198;64590868x80317072:46751150x71699481;57774718x99456809
57056492x76768446;65625355x76854317:97267404x96823587;99528461x97982415
93697943x15438175;94885657x20526647:45648889x71665335;73520411x84130078
34987936x99351721;72080013x99858593:27634674x73598538;94470425x84729977
19153025x99138468;83914031x99318395:70070349x71966675;83176022x83230271
33168826x64339607;77485931x99865483:89961613x6921998;98972366x17297487
82453724x38586602;82638127x61034138:56401631x1043705;78489167x36409541
67539878x27348819;68435780x84990757:85714044x98728908;99888862x99731406
46355262x30299278;75916302x67265285:63590896x37343815;98785849x82965955
46879770x16055842;49785226x84808102:18111673x79651534;58340256x86847800
50132146x21785781;58354151x39725900:9905080x3575602;98469081x83223597
79059484x35170431;86248679x82330456:76248379x12830486;99139826x59752223
67583114x36031887;71178969x42592932:43407696x80847810;48633661x86482077
63707134x18439854;94043675x60783887:3781610x19683000;35646273x88464473
23108470x69435594;61822504x69566453:49089906x57083295;54619372x67133575
51529597x76786947;90785485x86296256:17605770x37643034;96677676x83871463
92639096x38494678;97370944x81804958:81543034x99333263;82459110x99599127
35639772x19155547;87441185x76117403:34593635x64161641;59577308x73888864
14648505x23654715;91986244x25158145:73269990x84392553;95942795x94873730
54009239x92650970;63202604x98888829:57704810x52631447;80985135x63403900
45945129x70374519;61970486x74735300:40477920x47142823;72712895x74993980
51015627x65834502;55529294x72286889:75221462x4262558;97261701x81877873
16827758x67695361;92068562x84759155:81319265x50480432;97417588x95379748
79890968x12712315;82784268x51372709:50954065x47224432;60030059x74013169
27855236x29980661;36405729x36986314:92252485x56767410;99187214x99969223
43468053x26747786;55101563x96662367:33805909x1320474;43364477x35980237
15727032x3560773;80308607x67649825:38214728x55046418;39566054x96908827
79166028x63765627;89543028x74142331:74265360x39979027;88673274x44015348
61990069x26633193;71287956x37457345:61093674x51090351;82096339x54427187
33696428x19015586;87661207x48202547:42708015x63922060;69702116x94388915
13067583x6076048;26829425x48376861:2778055x47198958;37854293x79618723
56805434x35739949;99623711x36241788:10343056x36163181;82223349x45630385
80599617x34349968;85853446x65427265:52450142x8490366;53537159x9381268
25543444x23747361;48917056x29793970:68490701x74108046;75476413x85274161
85886011x25859680;98562918x28751530:42918877x648802;70280783x17491582
77262770x4410416;99930382x72200411:97177213x71082497;97953602x80600832
45227272x83590075;60496647x93704497:66517095x50097357;97299445x82898244
7340139x76546597;9012182x82416665:10535074x37652496;77350851x68125294
25020805x57862071;75419756x95039548:94286575x88970637;96910289x97430060
26432256x50160610;52546873x90523551:25023284x96563142;51007329x98440549
60309782x41412606;74429666x89555929:76943043x59535732;99047670x69348320
39720677x93365433;86249755x95088101:40594982x40406170;54884969x71534488
62041318x76631186;80375924x82510916:2483535x75053407;38752999x89272769
38907058x36612719;93779508x46400480:65502270x15569147;82093161x37820151
5241351x48085597;58220336x69776905:14373983x7463123;49456140x47112663
7681513x47633076;72338213x81627302:6201236x83333673;81871468x83411542
95091201x78502488;98664274x91265555:72614832x77994493;73123958x85729253
60521813x16671248;68395276x26206583:56962605x87637287;79167586x90638889
61619971x11591051;67085621x99500308:18813833x4148531;49222958x23566588
40838359x18959347;76120143x95445884:29511655x9366136;34160093x76427587
6484312x42826371;67302286x50664887:53001498x47851623;82997617x71772802
77914897x84820225;95411772x93300938:80449560x26176036;85951399x97223099
82399279x46101618;96818100x70828920:19052980x88876169;46082977x99516826
68640622x29858318;85059247x79939391:61020767x16189851;68374683x71623022
10577693x58441530;84772275x68338149:45110307x81453099;73453258x90338910
66389243x18985234;90905755x80561937:59541143x35438259;72636165x90296277
33460212x75327473;55600111x94072161:24195338x27889986;52271554x71593471
76158878x52689250;89830591x66402453:95182940x16013057;99540935x21484826
63034932x10758194;68323969x77278891:17564072x37796951;19088499x74238953
468663x86336487;71278270x94057725:67002962x76671172;91143318x98281565
16918086x47204535;80102639x88993342:85406026x90813883;99501637x93992625
55081013x28630781;93039186x93564690:75477318x95220700;75746195x97008343
56929399x58442691;79768068x72401390:69331332x74211661;70765716x89406247
95476220x8970965;98444262x58791907:36568920x74270190;39223160x79325835
80673918x43579357;81166556x54540710:73551938x59310486;93821293x93441935
23494318x99062517;86963667x99406578:46768211x29954774;60743987x36598977
75922326x87178568;83049102x96409248:16229761x34191166;44133936x89029044
1839249x42583346;27837765x92323070:1108925x25632799;81798854x25893226
10233436x17431135;60348622x32774381:20422520x93824500;41177679x96140405
93715633x86820820;99085541x93141172:81182712x59857855;95386449x83451685
35655007x38501062;53081775x63690919:28262118x32470406;85201810x38331825
68357915x18318986;96906317x81797985:74799088x41299318;79106858x62939254
57327507x16277991;77135234x19520608:16021129x92054453;52328701x96610427
35774601x90811426;86338149x96205926:39594733x96508231;40639685x98389671
66627795x58367317;80755323x77626987:45939745x61849126;54319093x88277615
23357936x43783272;32357817x86918815:57723782x19182501;69226401x32113221
44149348x31935964;68901147x43250713:18154875x42497716;51222596x60773053
35028876x1365090;81107797x31685959:43597259x17868350;77310750x25793343
93714652x31775986;95029354x49377307:50465908x78497561;88104769x80877144
84568894x46149291;91782553x81069431:19876238x13556691;23510051x64596110
59545771x40553906;69090879x73906395:57580553x21946189;77302879x60976307
99835498x2663677;99858788x4684709:80471137x67908522;97548183x97630825
93874391x26264887;96819256x58116046:33493596x84223913;48701176x87118832
65820270x96747441;68243034x97982193:55833902x85632640;93458315x95716037
57365462x73159950;93414436x92316970:227016x69095225;77820722x80718270
98970743x45328164;98975497x95108181:76150269x8402892;80352156x83963689
78838992x31352606;84607230x93609169:10660857x32778917;98279901x43768919
39370918x271530;63156015x36929463:80673322x53256672;87141111x82178186
28525171x1849321;35878835x90320640:30079700x19457481;42742423x37579255
78979422x67046460;99134872x88995409:23895593x73021879;43532885x93192846
98685411x27301610;99649548x90954865:6349455x38830066;71425942x79615187
51774535x90701431;92225079x94014476:38399338x37337688;59300099x76321794
47205120x60972697;54742771x96211490:89093001x80643235;92914781x97812826
7801324x66794757;89084802x69111097:19095218x49302578;47790712x86192647
66208627x30408285;68204160x88703898:34780190x34571421;52344006x61375660
71458398x51738926;89555083x93015676:66335686x31798203;72385616x61363545
58546687x77512737;84116164x86053890:78597971x13795174;89891655x21030124
92698108x68462779;93986799x69523009:61687311x99880351;76683047x99933952
34575397x849433;77516286x11168533:67720813x31804717;95092266x75065816
79705815x23956981;89472560x71614579:63581299x36961800;99114336x51002478
56363016x28377851;89416032x97517114:76921540x95252439;78101350x96592507
92110274x22080723;94192172x96439893:34232074x72504391;42623771x91227955
63524235x17807224;71380012x56439655:83395946x42500365;97692828x70180220
29877871x74400880;40509009x78554867:73063405x84435760;80979238x89109113
80686925x26440295;88298986x96151492:82777371x16420860;98745738x48216072
70381718x76175428;82079272x80712856:92685705x41356360;98132074x90778161
75621436x79275943;98899243x89815584:34043871x4466060;35640014x13408797
33245053x23469948;52458701x73876874:75234294x53825563;78507569x88864208
41951686x12653660;44393116x82344712:32072631x41656266;88225943x81771114
5116114x54316515;48149662x85398818:15723046x71963753;81722735x75000839
73804526x82183193;97063126x96795781:53765471x50750274;90251978x65441414
34947965x19533888;82706942x22111940:59472306x14572093;99050816x18430178
85668803x86972527;88076802x94618307:32510299x71621123;81082348x98817851
53828470x35133987;83972855x52098528:97303891x55044278;98218466x84358409
56818603x12100060;84628106x77945396:39412436x93700014;60425007x97475969
53455581x20314724;54499452x55374914:47718730x49222162;68232376x50193145
30781811x35528080;38538997x99996248:92644051x23860183;95403563x35368612
17167498x84711860;65153249x87284585:25087671x94695903;37744389x95162386
18372297x63791459;95319168x92718740:40839333x92416125;73455973x93232104
23102480x10970932;78910368x39802142:18513989x75519680;87556914x77926131
16065657x33509152;96132032x45165170:3140227x29678593;26315989x69638326
40541398x49821748;54988396x88360974:17513827x75224070;62195757x84298836
7546834x3158995;43533277x94276558:20864785x38120757;41478790x69611750
18790732x81480191;85288672x88727066:14411538x4143930;68292653x85414021
82411384x13688008;85094973x74769949:829715x75285607;89408798x75493712
64587039x62376938;94339207x76766680:14590906x60937633;48322276x79022665
97350294x11519255;99520049x55291201:77182953x6671147;93621942x27180910
57270916x3118720;79596513x67762637:5136394x75344229;54109241x75692123
20153643x75974925;46287651x96613397:71757608x22939338;81519370x51280753
63638360x79498949;70918959x99718494:61462050x88514104;68839787x97765258
20947034x61947440;74792933x74161158:65603417x73264202;99860194x82071187
8586381x65632381;80669598x73764146:32049269x97723317;73797400x99951328
8670682x66489522;20707797x75327380:19340241x70322912;43253092x73719874
58947304x88008537;75534603x98504312:8408601x42476850;92211533x76210752
63735076x1121461;72653634x76022627:30677449x39463562;54943823x92769937
59466166x53854615;75200109x82234263:25977837x71145674;97868910x82680836
22299428x79286629;71716907x91480080:10473400x14054077;69846589x95336247
97790785x23688366;98987230x86086629:40646243x44932256;53432553x56529147
36377063x92983674;83079623x97384194:97703747x96740697;98646120x97813660
73716339x395577;81938806x73307909:70180401x57591794;78432292x98917230
69259220x77053662;90295555x94529089:69197079x79357414;76715655x80362201
10538716x35104436;42837666x46734382:37214234x64368309;66701226x92053588
93884556x63796764;94185346x74696142:60743947x46993561;92325202x78575397
66859191x88687133;92561015x98459342:92602707x94178040;96153634x95609595
96565212x12570613;98049022x30514280:52283323x44005653;78650128x77725035
94047808x25504061;99573597x62585343:30500871x97815563;70031868x99034377
66915255x12457953;97512665x79989992:33788151x33650026;97005276x59628120
21437801x83555094;28992302x88711288:57549454x16180406;99787859x36428997
41925788x65637693;49257861x68768549:50399239x65127857;95984810x90710391
60912865x99605214;61117951x99960970:86401580x34077069;96051094x45338649
79737833x52593217;87195807x99384178:81087806x12130930;99282320x29197572
9549424x62974154;21425756x79452651:33819199x76664165;35774620x91294207
76655799x99377004;78136644x99413827:14954055x90157627;25906877x95846907
27354071x90740821;71251975x96545351:34564191x39547918;42372821x58483980
75538878x50266542;85437440x60200901:19762429x71564129;57271655x83855479
494420x75292106;31317698x90653793:82355558x10386791;91620214x25090057
23860520x75159660;41911762x80425405:94304756x17705941;99616236x78461385
46649756x64136790;59071752x64207679:68851132x28681986;97559801x62101575
73582270x24742959;74241423x47257199:27415784x12426915;43752784x62063863
34779393x23555021;81561645x52336650:12384290x82511840;72313939x93910776
50040411x68384711;59111432x83018236:88072745x56164422;96067906x79984903
22760566x51124069;58240636x89930637:97951x79088013;27054206x79150071
2294444x34757408;36975621x92092039:78925232x91664515;94267029x99495208
11281207x8814068;44660908x53773626:58482296x50272232;59906524x54747549
40772016x12124916;42945835x66299278:42125600x78475241;68736293x84350649
46330691x29818504;85549680x89784543:99747079x5556527;99946400x57860529
92641235x58724889;93530729x62734705:66106128x30423468;95952874x73673122
26492199x87803929;95684123x94235407:55751491x45526452;69362577x85540105
95662942x37272515;99613929x58040292:86210666x88171839;92754231x92979414
57020360x88132062;79210400x89657891:26466298x64125558;71823462x73394430
32067631x83199236;34174228x93651464:10789174x50274742;97079715x65717999
73246785x5897794;94639815x50798370:19487876x39492113;33977026x96125486
27548811x99233562;46597592x99678883:83144840x18108761;89671189x66861317
23915691x83248550;43287495x94763718:31039055x74029203;35932318x77570443
30003123x41944837;50942350x70275708:98692919x90255961;99800054x93515355
40823575x13620061;73461445x74237707:74207027x34747363;88988511x40819559
12137076x29711889;41017285x47568846:34133332x26603413;74865399x80891139
84992257x31173758;92684607x60892270:72810843x47808615;88509391x50160078
5935128x49021768;11440189x76952335:87993108x51651841;97116338x89725481
36035919x83895683;67822686x93687201:97896609x45913236;98823785x74979509
90713606x34607991;92731854x42578638:94958623x83923577;97498415x84662731
3311101x75989072;27220333x83796873:99710650x2276369;99973058x97698152
7344884x82182496;71926952x92652789:51373053x60283901;55150226x83060239
81217776x27508761;91620205x87330960:25804262x90069234;85173596x92471653
5342638x48220417;23394516x98669101:67024657x69897468;70137653x98117419
21928830x55078551;87036562x82463960:72672175x2759821;79311134x6180948
47418344x9427525;47550891x43976926:36735178x71557587;45715061x80644802
61449481x86384759;75948621x86916626:69161153x77088988;93592783x81851672
34658765x65493036;84003794x97527919:85346323x49424114;93686949x54438814
99804097x86091908;99916990x91097449:85838820x2269320;99828244x22064571
52624616x45788172;63182713x86921460:32598830x14764153;50970155x72040130
47513170x28268530;65922998x93310261:47990891x7361345;53508884x24057081
6306369x75616553;54918771x86794293:89635000x38025185;97881350x71852495
50827961x52306763;64015892x87013346:14390017x45857612;58736482x59641911
35341430x71307570;66963515x85605669:26598937x74999577;73648080x89695738
60754819x44845102;67877534x66253172:9405143x81646667;36962197x83322361
50265601x46355132;83993676x58537743:92480768x44638343;95052908x48393585
84260851x61485099;96539981x85735458:76428722x14890289;80899768x78503603
89217523x64074976;91646982x79617084:75268234x46714856;94895926x76807143
76884846x36436363;84016184x41271831:18804758x9737247;65465458x20580975
45173310x80289679;48057103x82585957:1534975x79104214;84728439x81743705
4267911x73403579;23238017x88305922:79837867x97298546;98647340x99940331
3258982x63546212;36791762x64378960:41200376x45055207;54320665x48902979
21101535x3904982;49510272x87672028:57322635x70346745;63939240x93077023
68279232x61428600;88712231x73154274:73794882x94453040;88528780x98755672
43427328x63424755;78862495x82964629:75094363x83070484;86117386x86600875
33552805x66406908;47515697x95775228:54208300x48467298;55020619x70569116
60204625x54327491;97823987x83375406:63388834x8726706;79601348x24331565
49469081x82236500;51078138x89532552:25011856x36362642;31752068x82728225
40209379x27190027;78255933x27769637:78886228x43578221;79078294x81763222
52936218x32962759;70099991x78932075:81950972x10246658;96912076x82817211
15947911x67011082;41925020x83561644:96020640x23239902;98682697x84515103
53909838x28411910;80640986x81445881:94790065x38616960;97928553x95383704
84650871x8537460;97137270x52034878:61564561x15698889;62630733x65780971
50953774x81649462;97896440x86390368:91346756x84134089;92892080x96969020
92937642x45052637;96056119x83222394:93040457x5847980;96612828x90621813
40393077x6005991;99439299x84338499:46999828x39265857;83671979x87157221
97852212x7008241;99773869x13957265:98240594x72318083;99148685x91249823
15207074x58823308;46251523x61039267:15942828x98177429;75875605x98689109
73863422x81041655;77494783x97589716:67302810x47426887;94852023x55410027
75501255x557802;93024043x46804765:62380849x53402575;65946439x84909893
56445209x27594642;61886358x51141276:20006105x73888035;93742890x96204603
71838227x53523210;78780155x69579995:36123461x31216005;41515002x55298309
881905x16034955;19640231x62224344:95329089x97812446;99631568x98043579
42044558x45091879;90179892x79596120:76112265x67832476;84588349x89931790
83209497x85375478;91323813x86252864:14854805x479956;54303132x41624384
40005751x51162961;89103783x70202727:12417369x61661621;61806508x77362449
40309242x51177285;56646219x81100909:8596218x51581051;83211478x52275840
14680205x56408301;22734664x73149712:50133457x40373032;72343457x45738427
56817701x19693158;85932400x87861901:25231065x49636014;29116351x97422619
18445271x42592888;62473598x66371471:52106450x59402826;68484635x60644384
21394141x54243740;49031156x93685591:95173749x17523412;96029083x35601559
96745768x55865955;97182482x80555015:31650450x84934552;83551792x85175706
41464865x13755258;43466241x62453552:99573774x21260131;99930696x64900832
77733341x9183921;80786930x24971383:63187301x58842061;98965950x88994052
50037489x43231292;73557452x56089694:23144738x54754527;39475964x86705884
49899350x53234898;51558654x87701176:8450620x39016536;14193791x77133759
69051680x41847194;84682359x85847135:92732190x89302976;95579267x96248437
13898843x23012600;48123930x38665956:39989181x12735204;64311575x81990095
54577793x32796338;81100372x75595142:25897672x58369414;32411811x66201941
48664573x48014611;63529247x55805572:33840847x2188993;40750059x6133212
74697188x24651801;74870034x39471491:28139370x31412038;70305879x82424240
57772244x82661327;82355482x85127669:7350483x47605197;10576017x63096763
90576734x47803178;93317853x63580087:51695509x29707855;97509267x33480051
92136326x41821779;97948983x87700925:90509213x16914297;91732692x99096039
37560862x92192989;60011910x96413227:65832825x54709972;73462182x70520503
26979176x56334742;64601557x80301720:51018487x36153027;87549149x58141964
81350777x63291317;82147819x65987684:19866582x56229309;35032446x75694742
70975250x29159059;77585032x42279383:66541851x32553081;83516497x85777189
41301530x48391686;46254782x61436052:65920571x37373999;81837244x60244833
74378870x79207313;78679631x90669770:67864505x49031710;98804678x68016556
37764807x58993074;72659553x99175158:31540440x35620696;57245582x55073259
79727380x87515171;84057904x88011569:51354240x5750460;85124163x13722422
18969728x88967406;77397336x98835883:33278977x86048373;65235861x93871758
66899857x39480803;94487791x75761421:44546894x65264071;70335543x70768988
73741203x86980378;81433325x99349690:12969158x19919511;76579919x54604773
72817771x73921464;82523191x91642853:66977254x49004537;75903384x84906804
11035529x21848368;63885896x22735731:77310638x48280939;78921904x73269736
70020777x53441635;92644708x94932293:70648062x90734747;92851688x92567270
56097366x91006848;71685583x93944061:95678868x21477976;98194703x40295440
52186389x22471136;95202371x68227220:75078501x82153606;88352286x99811886
34342334x82638301;83023574x92736327:35469797x93999535;87142133x98356218
81012564x24357096;93288462x57846713:3069127x89871363;14230728x98349275
44970271x72275055;70943651x97444555:70932879x79396014;82099051x95544383
37928172x26056933;71041053x96316565:54915022x25845280;69289191x34004266
93311760x53645569;98107370x58586996:41303866x37140136;87848494x98701760
41506799x29591425;55002995x36606208:77209102x99607470;83215440x99638532
94614x88085246;91384258x93296578:8292115x26670876;77322768x58612651
94748013x3247636;97746626x63347443:42146480x46548833;59093067x92513636
38807460x2969441;95145275x13229218:18203249x30056833;61273300x54054458
10058678x13573766;75714199x59415890:96908327x48783549;98429491x63106336
53738599x86726435;75482356x93439270:31787776x22917403;55444345x61129776
45031253x68513612;98760125x70984634:84549589x94687070;99467076x98904986
76524266x91759715;97937678x95628735:87546645x4943639;92219760x90038906
61319264x46830150;89936022x88020260:65213641x29985698;70461885x59185938
8311272x30329368;21313903x38597878:75553630x99267574;89303661x99913826
69149071x26024167;90322053x50810573:7623711x65796562;12450409x66552723
78311099x65495261;82110707x69380012:72677685x36205489;78786593x40534645
42058301x85359316;66548473x86505730:73361568x2743131;76756503x68452139
67758701x32294273;81571997x58321286:88239474x49060285;94629243x81996004
91947514x39328793;99944610x99829271:68375876x63496686;75690457x73649418
8185375x4791236;66031223x12052831:36775974x76210844;55307870x99298855
77975783x38506429;93121295x91712559:14187393x2875183;89756075x62430900
65886835x45266610;79553040x51541369:37466337x69916498;89482265x81910707
68458387x42882722;70988472x50351230:30411160x67457299;76467223x81235782
78770232x71054353;88440050x92309620:4559122x62771094;25896313x85157460
66632638x24253982;97059268x70457415:76356553x26149838;91376463x30155794
96436959x62252261;96688408x92569736:57242912x82546567;99686767x99427728
93086369x77215861;99786109x79500593:60853087x54169949;98735483x83913672
1310237x81963954;72216553x96486350:9292214x90264388;93612393x99265465
77290284x35107670;94852765x39254136:16548044x15615740;61678702x21911271
81871578x55832827;86401277x85950372:69746155x80087439;80584773x99692197
63001820x12578566;65901727x70277827:29270077x82915815;81714974x92586303
37016852x51705622;44232523x67735395:62216497x23460481;82017430x35644214
16792744x63767958;70700838x74082047:21977128x61613479;88232281x94893290
81290508x40281571;91279980x51236536:14898240x9067216;59346156x39184474
91760250x51248657;92653273x59105563:29956218x79876613;81876860x82148345
94418840x44173263;97764362x79461036:17062955x55754927;36678529x77293331
1526242x46212756;54532629x97401988:19032843x34686270;92749468x57242407
46224491x51103034;69118591x66107889:92857593x16323339;97084900x31947856
2389293x3235580;30790247x50973821:60646040x64669565;76729074x64908561
84911116x11403804;86523834x45036975:90498761x42523343;90862167x52915732
97637608x99311516;99201947x99435596:50702896x86907594;93322037x99553603
76151713x23258690;98908024x39136916:27901491x60185973;34156173x85560314
43619793x2563408;99092540x17069076:21261866x45444199;33133308x73917823
89158363x4671074;91148496x34090959:6133978x23131256;39479543x29482285
50125x79983780;74789177x85962565:61548419x19360973;94187880x87393840
42188550x21433006;79220036x65426105:64715923x77417767;67473170x91920197
50502143x16700452;63751036x39563034:60205030x15517651;65383685x85427064
20774260x11888142;98820449x57162620:97295275x91919340;99484888x95579093
72289900x59142163;77731975x89908686:8625063x83748381;52925603x85982994
79029490x50171365;86766496x68921769:72888566x30758736;83328578x53721900
40938615x70656413;65693277x73625373:85022493x91561719;96690641x97688240
59258882x32574422;91362109x58469783:64110314x72479029;93350584x97469610
72136283x47369313;77548993x62598325:35524521x5078368;36681011x76460143
43018215x54557657;69489067x89552745:33983848x32578952;86668539x88635834
67752415x66360461;88433207x71074997:40016515x74633853;81989777x90404490
28077598x11191083;53984884x13212156:89223272x81175671;97881733x88822800
64415662x2105254;93624344x30460515:66371497x85794672;76710819x87499738
36835076x76134067;43038976x78939737:34886259x18046241;50644747x85452399
46219147x98389324;89763261x98429661:13720212x24445131;72772802x68358693
44791801x39712338;85288416x54624073:73716088x64009660;76698826x78673011
65279263x10638370;97694612x12276587:15390094x81039227;76710857x88393612
78336615x79128604;84405290x89654545:33139619x86037914;70941619x88316755
17974921x88555541;23695563x90012712:34124914x42234322;54035825x77997821
57637839x55248958;61132751x88564552:85953906x72290664;89992540x75643708
45812086x96365865;96826646x98021997:58922212x71610642;92923886x84211515
99926601x69364713;99981601x90168039:90106516x78992813;97069136x98815074
87314622x90609389;94595325x93781952:93373227x52186919;95542705x77311128
51125875x15879335;77263153x59863097:14836845x83538407;16870790x84178779
55722845x91510162;65038248x91787275:10726626x19955770;86595430x77910487
35363615x22626021;93367667x78225808:30298649x92546615;39793853x99234643
29257264x81073293;94053706x88559295:41438092x21491381;98743558x30934145
41956878x30734709;45657410x78681773:31647992x28506568;60962187x62566103
91394435x57179790;98813845x97434216:14652967x2849261;55897660x84505018
37438680x3485759;50557702x40705726:97374462x29920704;97397315x85470717
60932148x10848419;70740298x87236971:73131025x22816798;79656116x35297523
99547464x71616052;99994112x93491183:43027926x41668656;91530916x80249744
61232440x57205540;93277146x76129571:22228260x32551630;50544638x56326679
88745219x42178122;95204058x54101573:60415825x8541918;84207273x11644777
76454781x96091324;88787914x96256338:81954952x36791669;82970760x40401204
63399624x50980080;99444665x59663756:48778399x12434525;78733222x65297812
79301203x16335961;85766100x94571130:39637938x22061825;52209665x35086384
92553791x25268074;95374547x72134980:35539632x73992136;70000728x94519223
90157029x95113715;94058317x96874701:8679893x70049937;26245706x87124685
45866889x95442348;54808448x98818237:73009971x84269175;88859281x95442880
44952989x80983061;44978209x97663715:80802227x87056694;82903409x97792347
30318799x68682082;75781291x94779542:13075493x80442460;63673862x80576676
24490570x9034691;77235368x93813538:68323810x65256294;71917414x80287059
61183261x20501134;93256451x70854915:74960308x21269048;99954486x35820893
53612593x81911136;83536644x93315661:8507915x97943401;31584286x97993630
52578574x22963876;64783056x32085248:88916626x88328640;92227248x95627456
36075263x5746977;82308006x74480396:34232262x61995942;51062499x81664521
